CURIE,Identifier,Name,Equivalent Identifiers,Equivalent Name,Types,MicroKG_Name
NCBIGene:45567442,NCBIGene:45567442,CH64_RS10605,NCBIGene:45567442,CH64_RS10605,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",CH64_RS10605
NCBITaxon:1465756,NCBITaxon:1465756,Peptoniphilus grossensis,"NCBITaxon:1465756, MESH:C000645551, UMLS:C3799457","Peptoniphilus grossensis, Peptoniphilus grossensis, Peptoniphilus grossensis","biolink:OrganismTaxon, biolink:NamedThing",Peptoniphilus grossensis
NCBIGene:56475109,NCBIGene:56475109,nadB,"NCBIGene:56475109, UniProtKB:A0A223EL92, UniProtKB:A0A8B5XWD6","nadB, A0A223EL92_9BACI L-aspartate oxidase (trembl), A0A8B5XWD6_9BACI L-aspartate oxidase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",nadB
MESH:C022407,MESH:C022407,poly ADP-ribose glycohydrolase,"MESH:C022407, UMLS:C0071349","poly ADP-ribose glycohydrolase, poly ADP-ribose glycohydrolase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",poly ADP-ribose glycohydrolase
MESH:C022529,MESH:C022529,ribitol 2-dehydrogenase,"MESH:C022529, UMLS:C0073223","ribitol 2-dehydrogenase, ribitol 2-dehydrogenase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",ribitol 2-dehydrogenase
NCBIGene:3920394,NCBIGene:3920394,SAOUHSC_00994,"NCBIGene:3920394, UniProtKB:Q2FZK7","SAOUHSC_00994, ATL_STAA8 Bifunctional autolysin (sprot)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",SAOUHSC_00994
NCBITaxon:80865,NCBITaxon:80865,Delftia,"NCBITaxon:80865, MESH:D042742, UMLS:C1034494","Delftia, Delftia, Delftia","biolink:OrganismTaxon, biolink:NamedThing",Delftia
NCBIGene:11638605,NCBIGene:11638605,epD,"NCBIGene:11638605, UniProtKB:F0KI75","epD, F0KI75_ACICP D-erythrose 4-phosphate dehydrogenase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",epD
PANTHER.FAMILY:PTHR46809:SF1,PANTHER.FAMILY:PTHR46809:SF1,STROMAL CELL-DERIVED FACTOR 2-LIKE PROTEIN 1,PANTHER.FAMILY:PTHR46809:SF1,STROMAL CELL-DERIVED FACTOR 2-LIKE PROTEIN 1,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",STROMAL CELL-DERIVED FACTOR 2-LIKE PROTEIN 1
PR:000033557,PR:000033557,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase",PR:000033557,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase","biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin","poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase"
NCBIGene:8852126,NCBIGene:8852126,NAEGRDRAFT_83206,NCBIGene:8852126,NAEGRDRAFT_83206,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",NAEGRDRAFT_83206
NCBITaxon:1262945,NCBITaxon:1262945,Roseburia sp. CAG:309,NCBITaxon:1262945,Roseburia sp. CAG:309,"biolink:OrganismTaxon, biolink:NamedThing",Roseburia sp. CAG:309
MESH:D005740,MESH:D005740,Gases,"MESH:D005740, UMLS:C0017110","Gases, Gases","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Gases
MESH:C026247,MESH:C026247,"gentisate 1,2-dioxygenase","MESH:C026247, UMLS:C0061216","gentisate 1,2-dioxygenase, gentisate 1,2-dioxygenase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","gentisate 1,2-dioxygenase"
MESH:C022548,MESH:C022548,ribosephosphate isomerase,"MESH:C022548, UMLS:C0073262","ribosephosphate isomerase, Ribose-5-phosphate isomerase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",ribosephosphate isomerase
RHEA:47972,RHEA:47972,"dTDP-4-dehydro-6-deoxy-alpha-D-glucose = dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose + H2O","RHEA:47972, EC:4.2.1.159","dTDP-4-dehydro-6-deoxy-alpha-D-glucose = dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose + H2O, ""dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase""","biolink:MolecularActivity, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","dTDP-4-dehydro-6-deoxy-alpha-D-glucose = dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose + H2O"
NCBIGene:42363138,NCBIGene:42363138,GFS33_RS07595,NCBIGene:42363138,GFS33_RS07595,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",GFS33_RS07595
NCBITaxon:1263002,NCBITaxon:1263002,Firmicutes bacterium CAG:124,NCBITaxon:1263002,Firmicutes bacterium CAG:124,"biolink:OrganismTaxon, biolink:NamedThing",Firmicutes bacterium CAG:124
MESH:C037247,MESH:C037247,phosphatidylglycerol - membrane-oligosaccharide glycerophosphotransferase,"MESH:C037247, UMLS:C0207860","phosphatidylglycerol - membrane-oligosaccharide glycerophosphotransferase, phosphatidylglycerol - membrane-oligosaccharide glycerophosphotransferase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",phosphatidylglycerol - membrane-oligosaccharide glycerophosphotransferase
PANTHER.FAMILY:PTHR24103:SF639,PANTHER.FAMILY:PTHR24103:SF639,E3 UBIQUITIN-PROTEIN LIGASE TRIM39,PANTHER.FAMILY:PTHR24103:SF639,E3 UBIQUITIN-PROTEIN LIGASE TRIM39,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",E3 UBIQUITIN-PROTEIN LIGASE TRIM39
CHEBI:68329,CHEBI:68329,SYRINGIC ACID,"CHEBI:68329, UNII:E390O181H5, PUBCHEM.COMPOUND:10742, CHEMBL.COMPOUND:CHEMBL1414, MESH:C001945, CAS:530-57-4, HMDB:HMDB0002085, KEGG.COMPOUND:C10833, INCHIKEY:JMSVCTWVEWCHDZ-UHFFFAOYSA-N, UMLS:C0075709","syringic acid, SYRINGIC ACID, Syringic acid, SYRINGIC ACID, syringic acid, No label, Syringic acid, No label, No label, syringic acid","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",SYRINGIC ACID
GO:0006631,GO:0006631,fatty acid metabolic process,GO:0006631,fatty acid metabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",fatty acid metabolic process
NCBITaxon:762486,NCBITaxon:762486,Lutibacter oricola,"NCBITaxon:762486, MESH:C000642092, UMLS:C3006662","Lutibacter oricola, Lutibacter oricola, Lutibacter oricola","biolink:OrganismTaxon, biolink:NamedThing",Lutibacter oricola
NCBIGene:877710,NCBIGene:877710,glcF,"NCBIGene:877710, UniProtKB:Q9HTK5","glcF, Q9HTK5_PSEAE Glycolate oxidase iron-sulfur subunit (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",glcF
NCBIGene:20038764,NCBIGene:20038764,C922_03490,"NCBIGene:20038764, UniProtKB:W7A2Y8","C922_03490, W7A2Y8_9APIC ATP-dependent HslUV protease, peptidase subunit HslV (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",C922_03490
MESH:D010770,MESH:D010770,Phosphotransferases,"MESH:D010770, UMLS:C0031727","Phosphotransferases, Phosphotransferases","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Phosphotransferases
NCBITaxon:1263018,NCBITaxon:1263018,Firmicutes bacterium CAG:321,NCBITaxon:1263018,Firmicutes bacterium CAG:321,"biolink:OrganismTaxon, biolink:NamedThing",Firmicutes bacterium CAG:321
NCBITaxon:210408,NCBITaxon:210408,Thiorhodococcus drewsii,"NCBITaxon:210408, MESH:C000641066, UMLS:C1225845","Thiorhodococcus drewsii, Thiorhodococcus drewsii, Thiorhodococcus drewsii","biolink:OrganismTaxon, biolink:NamedThing",Thiorhodococcus drewsii
UMLS:C3811844,UMLS:C3811844,Estimated Glomerular Filtration Rate,UMLS:C3811844,Estimated Glomerular Filtration Rate,"biolink:Procedure, biolink:ActivityAndBehavior, biolink:NamedThing, biolink:Occurrent, biolink:PhysicalEssenceOrOccurrent",Estimated Glomerular Filtration Rate
NCBIGene:131524130,NCBIGene:131524130,ss18l2,NCBIGene:131524130,ss18l2,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",ss18l2
NCBIGene:110848495,NCBIGene:110848495,LOC110848495,"NCBIGene:110848495, ENSEMBL:LOC110848495","LOC110848495, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC110848495
NCBIGene:78331394,NCBIGene:78331394,hxlA,NCBIGene:78331394,hxlA,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",hxlA
CHEBI:73922,CHEBI:73922,Gly-Val,"CHEBI:73922, PUBCHEM.COMPOUND:2724807, CHEMBL.COMPOUND:CHEMBL56035, CAS:1963-21-9, HMDB:HMDB0028854, INCHIKEY:STKYPAFSDFAEPH-LURJTMIESA-N","Gly-Val, Glycyl-L-valine, CHEMBL56035, No label, Glycylvaline, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Gly-Val
NCBITaxon:1121298,NCBITaxon:1121298,Clostridium amylolyticum,"NCBITaxon:1121298, MESH:C000649687, UMLS:C3417590","Clostridium amylolyticum, Clostridium amylolyticum, Clostridium amylolyticum","biolink:OrganismTaxon, biolink:NamedThing",Clostridium amylolyticum
MESH:C116338,MESH:C116338,arsenite methyltransferase,"MESH:C116338, UMLS:C0761405","arsenite methyltransferase, arsenite methyltransferase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",arsenite methyltransferase
NCBITaxon:220685,NCBITaxon:220685,Neobacillus bataviensis,"NCBITaxon:220685, MESH:C000650937, UMLS:C1231276","Neobacillus bataviensis, Bacillus bataviensis, Bacillus bataviensis","biolink:OrganismTaxon, biolink:NamedThing",Neobacillus bataviensis
UNII:YKC9474I66,UNII:YKC9474I66,SRSF PROTEIN KINASE 2,UNII:YKC9474I66,SRSF PROTEIN KINASE 2,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",SRSF PROTEIN KINASE 2
PANTHER.FAMILY:PTHR12352:SF13,PANTHER.FAMILY:PTHR12352:SF13,SPARC-RELATED MODULAR CALCIUM-BINDING PROTEIN 1,PANTHER.FAMILY:PTHR12352:SF13,SPARC-RELATED MODULAR CALCIUM-BINDING PROTEIN 1,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",SPARC-RELATED MODULAR CALCIUM-BINDING PROTEIN 1
NCBIGene:122867628,NCBIGene:122867628,LOC122867628,NCBIGene:122867628,LOC122867628,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC122867628
NCBITaxon:1235796,NCBITaxon:1235796,Firmicutes bacterium M10-2,NCBITaxon:1235796,Firmicutes bacterium M10-2,"biolink:OrganismTaxon, biolink:NamedThing",Firmicutes bacterium M10-2
PANTHER.FAMILY:PTHR11949:SF10,PANTHER.FAMILY:PTHR11949:SF10,INTERFERON REGULATORY FACTOR 5,PANTHER.FAMILY:PTHR11949:SF10,INTERFERON REGULATORY FACTOR 5,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",INTERFERON REGULATORY FACTOR 5
EC:3.1.3.26,EC:3.1.3.26,"""4-phytase""",EC:3.1.3.26,"""4-phytase""","biolink:MolecularActivity, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",\
NCBITaxon:1302,NCBITaxon:1302,Streptococcus gordonii,"NCBITaxon:1302, MESH:D054773, UMLS:C0348055","Streptococcus gordonii, Streptococcus gordonii, Streptococcus gordonii","biolink:OrganismTaxon, biolink:NamedThing",Streptococcus gordonii
PR:000022177,PR:000022177,succinylornithine transaminase,PR:000022177,succinylornithine transaminase,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",succinylornithine transaminase
MESH:C018322,MESH:C018322,"IDS protein, human","MESH:C018322, UMLS:C1429223","IDS protein, human, IDS protein, human","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","IDS protein, human"
CHEBI:46979,CHEBI:46979,N-acetylsphingosine,"CHEBI:46979, UNII:8YTC7R47CW, PUBCHEM.COMPOUND:5497136, CHEMBL.COMPOUND:CHEMBL105867, MESH:C064769, CAS:195194-58-2, CAS:3102-57-6, INCHIKEY:BLTCBVOJNNKFKC-QUDYQQOWSA-N, UMLS:C0083632","N-acetylsphingosine, N-ACETYL-C18-SPHINGOSINE, N-acetylsphingosine, CHEMBL105867, N-acetylsphingosine, No label, No label, No label, N-acetylsphingosine","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",N-acetylsphingosine
NCBIGene:86933159,NCBIGene:86933159,LCL90_RS12680,NCBIGene:86933159,LCL90_RS12680,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LCL90_RS12680
DOID:0060497,DOID:0060497,pollen allergy,DOID:0060497,pollen allergy,"biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",pollen allergy
NCBIGene:109143145,NCBIGene:109143145,cviih3orf80,"NCBIGene:109143145, ENSEMBL:ENSLCRG00005009025","cviih3orf80, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",cviih3orf80
NCBIGene:102174470,NCBIGene:102174470,LOC102174470,"NCBIGene:102174470, ENSEMBL:ENSCHIG00000014874, UniProtKB:A0A452E6R3, ENSEMBL:ENSCHIP00000007651, ENSEMBL:ENSCHIP00000007651.1, ENSEMBL:ENSCHIP00000007653, ENSEMBL:ENSCHIP00000007653.1","LOC102174470, No label, A0A452E6R3_CAPHI HRAS-like suppressor 3 (trembl), No label, No label, No label, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",LOC102174470
UNII:08S09B3JLR,UNII:08S09B3JLR,CYCLIN-DEPENDENT KINASE 11B,UNII:08S09B3JLR,CYCLIN-DEPENDENT KINASE 11B,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",CYCLIN-DEPENDENT KINASE 11B
NCBIGene:65557643,NCBIGene:65557643,J5U22_RS10900,NCBIGene:65557643,J5U22_RS10900,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",J5U22_RS10900
GO:0006665,GO:0006665,sphingolipid metabolic process,GO:0006665,sphingolipid metabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",sphingolipid metabolic process
CHEBI:28729,CHEBI:28729,alpha-D-mannose,"CHEBI:28729, UNII:W3F28J9G0W, PUBCHEM.COMPOUND:185698, CHEMBL.COMPOUND:CHEMBL365590, MESH:C068361, CAS:101357-07-7, CAS:101357-35-1, CAS:12046-12-7, CAS:135317-04-3, CAS:137498-12-5, CAS:7296-15-3, HMDB:HMDB0000169, KEGG.COMPOUND:C00936, INCHIKEY:WQZGKKKJIJFFOK-PQMKYFCFSA-N","alpha-D-mannose, .ALPHA.-D-MANNOPYRANOSE, alpha-D-Mannopyranose, CHEMBL365590, fixB protein, E coli, No label, No label, No label, No label, No label, No label, D-Mannose, alpha-D-Mannose, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",alpha-D-mannose
